shipment_id,pickup_date,delivery_date,origin_zip,dest_zip,weight_lbs,linehaul_revenue,cost,bill_received_date
NWF26072102888,2026-07-21,2026-07-23,46204,77002,1365,845.15,667.5,2026-07-23
NWF26072102889,2026-07-21,2026-07-27,48226,84101,6370,5701.37,5239.74,2026-07-28
NWF26072102890,2026-07-21,2026-07-23,64105,30303,830,429.75,383.29,2026-07-25
NWF26072102891,2026-07-21,2026-07-22,55401,46204,527,164.77,142.73,2026-07-22
NWF26072102892,2026-07-21,2026-07-24,55401,84101,1095,640.16,534.87,2026-08-03
NWF26072102893,2026-07-21,2026-07-22,60607,46204,2281,632.18,494.22,2026-07-24
NWF26072102894,2026-07-21,2026-07-27,48226,80202,1009,665.3,498.79,2026-07-29
NWF26072102895,2026-07-21,2026-07-28,98108,46204,698,682.5,647.27,2026-07-30
NWF26072102896,2026-07-21,2026-07-29,98108,07105,310,393.97,325.7,2026-07-31
NWF26072102897,2026-07-21,2026-07-27,55401,84101,634,391.95,296.94,2026-07-29
NWF26072102898,2026-07-21,2026-07-27,90021,46204,2029,1854.98,1423.19,2026-07-27
NWF26072102899,2026-07-21,2026-07-23,30303,19104,2107,803.93,758.89,2026-07-23
NWF26072102900,2026-07-21,2026-07-27,77002,98108,370,289.92,203.18,2026-07-27
NWF26072102901,2026-07-21,2026-07-27,90021,46204,1525,1396.24,1321.98,2026-07-27
NWF26072102902,2026-07-21,2026-07-24,84101,55401,1783,1097.83,841.51,2026-07-26
NWF26072102903,2026-07-21,2026-07-24,55401,98108,1347,930.6,654.71,2026-07-26
NWF26072102904,2026-07-21,2026-07-29,19104,90021,1349,1269.61,896.95,2026-07-31
NWF26072202905,2026-07-22,2026-07-24,75201,64105,3977,1588.94,1231.93,2026-07-26
NWF26072202906,2026-07-22,2026-07-27,84101,75201,2770,1685.64,1396.48,2026-07-27
NWF26071702721,2026-07-17,2026-07-22,55401,84101,1075,580.56,450.6,2026-07-23
NWF26072202907,2026-07-22,2026-07-30,90021,19104,1587,1668.58,1468.23,2026-07-31
NWF26072202908,2026-07-22,2026-07-24,60607,46204,620,168.23,156.51,2026-07-25
NWF26072202909,2026-07-22,2026-07-27,55401,85004,728,587.8,430.6,2026-07-29
NWF26072202910,2026-07-22,2026-07-27,55401,48226,594,279.8,227.26,2026-07-28
NWF26072202911,2026-07-22,2026-07-24,19104,37203,1261,457.08,366.47,2026-07-24
NWF26072202912,2026-07-22,2026-07-28,64105,98108,3531,2317.82,2266.76,2026-07-28
NWF26072202913,2026-07-22,2026-07-28,84101,75201,876,520.38,407.56,2026-07-28
NWF26072202914,2026-07-22,2026-07-29,55401,85004,833,622.3,554.09,2026-07-30
NWF26072202915,2026-07-22,2026-07-27,55401,84101,1901,1164.46,937.26,2026-07-27
NWF26072202916,2026-07-22,2026-07-24,60607,46204,849,239.9,205.91,2026-07-24
NWF26072202917,2026-07-22,2026-07-27,64105,30303,1925,957.05,677.52,2026-07-29
NWF26072202918,2026-07-22,2026-07-23,60607,46204,1933,512.42,479.64,2026-07-23
NWF26072202919,2026-07-22,2026-07-27,84101,55401,1826,1144.08,923.65,2026-07-27
NWF26072202920,2026-07-22,2026-07-23,30303,19104,832,377.51,279.6,2026-07-24
NWF26072202921,2026-07-22,2026-07-27,75201,85004,1436,740.78,558.49,2026-07-28
NWF26072202922,2026-07-22,2026-07-23,37203,46204,5522,1368.5,1217.42,2026-07-25
NWF26072202923,2026-07-22,2026-07-28,30303,85004,3785,2791.62,2304.94,2026-07-28
NWF26072202924,2026-07-22,2026-07-24,19104,37203,523,193.14,164.74,2026-07-25
NWF26072202925,2026-07-22,2026-07-29,90021,46204,2904,2558.84,1864.28,2026-07-30
NWF26072202926,2026-07-22,2026-07-24,46204,19104,191,125.0,117.78,2026-07-24
NWF26072202927,2026-07-22,2026-07-24,75201,80202,888,459.62,447.99,2026-07-25
NWF26072202928,2026-07-22,2026-07-29,98108,46204,5466,4811.97,4172.32,2026-07-30
NWF26072202929,2026-07-22,2026-07-23,19104,37203,1415,605.15,459.4,2026-07-25
NWF26072202930,2026-07-22,2026-07-23,60607,46204,1697,521.33,620.86,2026-07-24
NWF26072202931,2026-07-22,2026-07-24,46204,19104,3936,1968.36,1761.23,2026-07-26
NWF26072202932,2026-07-22,2026-07-24,46204,55401,717,299.36,237.16,2026-07-25
NWF26072202933,2026-07-22,2026-07-28,80202,19104,2568,2013.72,1748.69,2026-07-30
NWF26072202934,2026-07-22,2026-07-23,90021,97209,1410,682.77,662.94,2026-07-25
NWF26072202935,2026-07-22,2026-07-28,64105,98108,2393,1755.94,1720.43,2026-07-28
NWF26072202936,2026-07-22,2026-07-27,80202,30303,319,212.61,168.04,2026-07-29
NWF26072202937,2026-07-22,2026-07-27,84101,55401,718,407.31,305.59,2026-07-29
NWF26072202938,2026-07-22,2026-07-24,46204,55401,2276,893.72,683.98,2026-07-25
NWF26072202939,2026-07-22,2026-07-27,80202,60607,240,125.0,95.68,2026-07-27
NWF26072202940,2026-07-22,2026-07-23,60607,46204,1308,378.61,300.82,2026-07-25
NWF26072202941,2026-07-22,2026-07-23,60607,46204,2061,622.05,536.33,2026-07-25
NWF26072202942,2026-07-22,2026-07-24,30303,19104,7588,3141.71,2758.72,2026-07-26
NWF26072202943,2026-07-22,2026-07-27,48226,84101,3824,3505.48,2519.15,2026-07-28
NWF26072202944,2026-07-22,2026-07-24,46204,55401,1265,511.55,375.42,2026-07-24
NWF26072202945,2026-07-22,2026-07-23,37203,46204,844,196.2,146.72,2026-07-23
NWF26072202946,2026-07-22,2026-07-28,80202,19104,1653,1308.57,1213.06,2026-07-28
NWF26072202947,2026-07-22,2026-07-27,84101,55401,1227,638.56,606.4,2026-07-28
NWF26072202948,2026-07-22,2026-07-24,84101,97209,2822,1426.42,1265.35,2026-07-24
NWF26072202949,2026-07-22,2026-07-28,98108,46204,1792,1662.46,1580.08,2026-07-29
NWF26072202950,2026-07-22,2026-07-30,19104,97209,4328,4741.45,4132.42,2026-07-31
NWF26072202951,2026-07-22,2026-07-28,55401,85004,560,454.1,431.95,2026-07-29
NWF26072202952,2026-07-22,2026-07-24,75201,60607,1977,1239.22,1001.23,2026-07-24
NWF26072202953,2026-07-22,2026-07-30,19104,97209,970,1061.15,965.45,2026-07-30
NWF26072202954,2026-07-22,2026-07-24,60607,46204,592,173.01,142.07,2026-07-26
NWF26072202955,2026-07-22,2026-07-27,75201,85004,696,367.4,296.65,2026-07-27
NWF26072202956,2026-07-22,2026-07-23,60607,46204,1768,506.54,356.88,2026-07-24
NWF26072202957,2026-07-22,2026-07-29,98108,19104,6227,7252.98,5845.86,2026-07-31
NWF26072202958,2026-07-22,2026-07-24,46204,55401,1199,448.21,378.68,2026-07-25
NWF26072202959,2026-07-22,2026-07-24,64105,30303,2371,1346.01,1492.28,2026-07-25
NWF26072202960,2026-07-22,2026-07-24,46204,55401,637,242.28,211.67,2026-07-25
NWF26072202961,2026-07-22,2026-07-23,80202,64105,865,346.15,298.29,2026-07-30
NWF26072202962,2026-07-22,2026-07-31,90021,19104,1522,1636.64,1270.29,2026-08-02
NWF26072202963,2026-07-22,2026-07-29,46204,97209,767,713.7,674.18,2026-07-29
NWF26072202964,2026-07-22,2026-07-30,19104,90021,1221,1253.22,1158.87,2026-07-30
NWF26072202965,2026-07-22,2026-07-24,90021,97209,2603,1187.54,1000.41,2026-07-25
NWF26072202966,2026-07-22,2026-07-24,84101,55401,1804,1014.31,983.48,2026-07-26
NWF26072202967,2026-07-22,2026-07-24,60607,46204,2326,698.3,614.43,2026-07-26
NWF26072202968,2026-07-22,2026-07-24,30303,19104,4909,2215.76,1601.16,2026-07-26
NWF26072202969,2026-07-22,2026-07-27,30303,85004,588,419.78,455.33,2026-07-29
NWF26072202970,2026-07-22,2026-07-24,55401,46204,875,279.68,265.23,2026-07-25
NWF26072202971,2026-07-22,2026-07-28,80202,19104,3881,3169.84,3091.7,2026-07-28
NWF26072202972,2026-07-22,2026-07-31,90021,19104,954,1127.67,971.44,2026-08-01
NWF26072202973,2026-07-22,2026-07-31,19104,90021,246,275.07,261.96,2026-07-31
NWF26072202974,2026-07-22,2026-07-24,37203,64105,2752,1169.14,1080.79,2026-07-24
NWF26072202975,2026-07-22,2026-07-31,98108,07105,827,1093.59,915.71,2026-08-01
NWF26072202976,2026-07-22,2026-07-23,55401,46204,4088,1443.87,1111.52,2026-07-23
NWF26072202977,2026-07-22,2026-07-24,90021,97209,1048,469.39,379.22,2026-07-24
NWF26072202978,2026-07-22,2026-07-24,80202,64105,1149,439.82,318.23,2026-07-24
NWF26072202979,2026-07-22,2026-07-27,90021,97209,2077,995.08,949.15,2026-07-28
NWF26072202980,2026-07-22,2026-07-29,90021,46204,1012,954.95,772.02,2026-07-29
NWF26072202981,2026-07-22,2026-07-24,84101,55401,799,440.4,385.82,2026-07-26
NWF26072202982,2026-07-22,2026-07-24,30303,48226,2160,762.31,548.98,2026-07-24
NWF26072202983,2026-07-22,2026-07-29,90021,46204,1834,1673.65,2043.02,2026-07-30
NWF26072202984,2026-07-22,2026-07-30,19104,90021,3558,3967.31,2969.36,2026-07-31
NWF26072202985,2026-07-22,2026-07-27,30303,85004,1016,766.31,645.72,2026-07-29
NWF26072202986,2026-07-22,2026-07-27,75201,84101,1364,944.96,888.67,2026-07-29
NWF26072202987,2026-07-22,2026-07-28,97209,80202,774,389.07,336.34,2026-07-30
NWF26072202988,2026-07-22,2026-07-28,55401,75201,201,125.0,113.86,2026-08-06
NWF26072202989,2026-07-22,2026-07-27,48226,07105,1352,544.73,384.75,2026-07-28
NWF26072302990,2026-07-23,2026-07-28,55401,75201,890,446.38,371.36,2026-07-28
NWF26072302991,2026-07-23,2026-07-27,60607,46204,2808,752.37,533.71,2026-07-28
NWF26072302992,2026-07-23,2026-07-29,84101,55401,2228,1290.73,1249.95,2026-07-30
NWF26072302993,2026-07-23,2026-07-29,30303,85004,2489,1774.34,1730.83,2026-07-29
NWF26072302994,2026-07-23,2026-07-29,30303,85004,1985,1508.4,1400.06,2026-07-30
NWF26072302995,2026-07-23,2026-07-27,46204,19104,2512,1186.61,1027.18,2026-07-27
NWF26072302996,2026-07-23,2026-07-28,80202,60607,1418,729.95,700.87,2026-07-29
NWF26072302997,2026-07-23,2026-07-27,84101,55401,1304,690.44,607.59,2026-07-28
NWF26072302998,2026-07-23,2026-07-29,84101,75201,800,528.77,429.35,2026-07-31
NWF26072302999,2026-07-23,2026-07-31,90021,19104,1144,1237.97,1205.57,2026-08-02
NWF26072303000,2026-07-23,2026-08-03,19104,97209,3430,3544.86,2660.54,2026-08-04
NWF26072303001,2026-07-23,2026-07-29,80202,30303,2854,1937.91,1725.74,2026-07-29
NWF26072303002,2026-07-23,2026-07-27,19104,37203,1501,578.11,454.45,2026-07-29
NWF26072303003,2026-07-23,2026-07-24,60607,46204,500,146.95,116.84,2026-07-25
NWF26072303004,2026-07-23,2026-07-28,77002,85004,973,590.69,536.91,2026-07-30
NWF26072303005,2026-07-23,2026-07-29,75201,84101,779,452.39,432.68,2026-07-30
NWF26072303006,2026-07-23,2026-07-31,19104,90021,3810,3787.91,2867.68,2026-07-31
NWF26072303007,2026-07-23,2026-07-28,55401,46204,850,286.15,215.98,2026-07-29
NWF26072303008,2026-07-23,2026-07-27,55401,46204,673,231.44,196.17,2026-07-29
NWF26072303009,2026-07-23,2026-07-24,75201,37203,1551,832.44,770.75,2026-07-26
NWF26072303010,2026-07-23,2026-08-03,19104,90021,417,460.95,448.24,2026-08-12
NWF26072303011,2026-07-23,2026-07-24,90021,97209,537,287.58,209.13,2026-07-29
NWF26072303012,2026-07-23,2026-07-28,80202,60607,816,404.03,362.42,2026-07-29
NWF26072303013,2026-07-23,2026-07-27,19104,37203,348,135.75,112.64,2026-07-29
NWF26072303014,2026-07-23,2026-07-29,84101,55401,864,467.45,339.08,2026-07-29
NWF26072303015,2026-07-23,2026-07-27,46204,55401,1095,388.36,278.68,2026-07-27
NWF26072303016,2026-07-23,2026-07-30,98108,46204,843,811.37,720.56,2026-08-01
NWF26072303017,2026-07-23,2026-07-28,75201,80202,2345,1202.47,1065.17,2026-07-29
NWF26072303018,2026-07-23,2026-07-28,84101,55401,2035,1243.4,983.72,2026-07-30
NWF26072303019,2026-07-23,2026-07-27,84101,55401,484,258.97,249.35,2026-07-28
NWF26072303020,2026-07-23,2026-07-31,98108,07105,580,675.08,589.39,2026-07-31
NWF26072303021,2026-07-23,2026-07-24,48226,07105,893,347.6,252.4,2026-07-26
NWF26072303022,2026-07-23,2026-07-30,98108,19104,1815,2310.72,1879.21,2026-07-30
NWF26072303023,2026-07-23,2026-07-30,30303,98108,810,767.29,705.14,2026-07-31
NWF26072303024,2026-07-23,2026-07-27,37203,75201,670,288.12,312.99,2026-07-27
NWF26072303025,2026-07-23,2026-07-28,84101,75201,12000,8498.91,6786.17,2026-07-30
NWF26072303026,2026-07-23,2026-07-24,60607,46204,2030,608.52,521.19,2026-07-25
NWF26072303027,2026-07-23,2026-07-30,98108,46204,5020,4459.07,3557.9,2026-08-01
NWF26072303028,2026-07-23,2026-07-30,98108,46204,687,596.99,510.23,2026-07-31
NWF26072303029,2026-07-23,2026-07-27,80202,64105,2876,1177.19,955.59,2026-07-27
NWF26072303030,2026-07-23,2026-07-27,75201,64105,1664,659.22,588.41,2026-07-28
NWF26072303031,2026-07-23,2026-07-30,98108,07105,3188,3753.12,3168.2,2026-08-01
NWF26072303032,2026-07-23,2026-07-24,46204,38103,3114,1225.15,1170.23,2026-07-24
NWF26072303033,2026-07-23,2026-07-24,64105,30303,1762,953.0,903.27,2026-07-24
NWF26072303034,2026-07-23,2026-07-31,90021,19104,4368,4346.08,3382.31,2026-08-02
NWF26072303035,2026-07-23,2026-07-28,84101,55401,1559,900.21,682.41,2026-08-03
NWF26072303036,2026-07-23,2026-07-24,60607,46204,3780,1006.05,751.69,2026-07-25
NWF26072303037,2026-07-23,2026-07-27,46204,19104,1947,911.95,994.4,2026-07-28
NWF26072303038,2026-07-23,2026-07-31,98108,19104,801,893.84,809.75,2026-08-02
NWF26072303039,2026-07-23,2026-07-30,98108,07105,457,568.11,398.92,2026-08-01
NWF26072303040,2026-07-23,2026-07-30,48226,85004,2794,2395.22,2212.97,2026-08-01
NWF26072303041,2026-07-23,2026-07-31,90021,19104,815,928.4,822.37,2026-08-02
NWF26072303042,2026-07-23,2026-07-29,80202,30303,2091,1254.96,964.73,2026-07-31
NWF26072303043,2026-07-23,2026-07-28,55401,46204,969,337.1,314.48,2026-07-30
NWF26072303044,2026-07-23,2026-07-28,55401,85004,302,221.94,215.86,2026-07-29
NWF26072303045,2026-07-23,2026-07-28,75201,60607,1344,748.53,657.3,2026-07-29
NWF26072303046,2026-07-23,2026-07-30,90021,19104,3330,3747.25,2789.52,2026-07-31
NWF26072303047,2026-07-23,2026-07-27,84101,97209,2085,1024.77,913.58,2026-07-28
NWF26072303048,2026-07-23,2026-07-28,55401,75201,3776,2012.5,1647.9,2026-07-30
NWF26072303049,2026-07-23,2026-07-30,48226,85004,2140,1813.78,1595.35,2026-08-01
NWF26072303050,2026-07-23,2026-07-29,48226,85004,1502,1424.28,1000.16,2026-07-29
NWF26072303051,2026-07-23,2026-07-30,90021,46204,1410,1316.58,1067.59,2026-07-30
NWF26072303052,2026-07-23,2026-07-27,90021,97209,891,450.59,337.18,2026-07-29
NWF26072303053,2026-07-23,2026-07-31,77002,98108,1750,1414.11,1252.32,2026-08-01
NWF26072303054,2026-07-23,2026-07-28,64105,98108,1699,1107.7,1130.63,2026-07-28
NWF26072303055,2026-07-23,2026-07-27,84101,97209,2311,1084.66,760.78,2026-07-27
NWF26072303056,2026-07-23,2026-07-24,46204,38103,249,125.0,101.51,2026-07-25
NWF26072303057,2026-07-23,2026-08-03,19104,90021,837,934.39,664.77,2026-08-04
NWF26072303058,2026-07-23,2026-07-27,19104,37203,2952,1229.69,1331.99,2026-07-28
NWF26072303059,2026-07-23,2026-07-24,19104,37203,2791,1134.2,827.95,2026-07-25
NWF26072403060,2026-07-24,2026-07-31,48226,85004,539,492.54,368.32,2026-08-01
NWF26072403061,2026-07-24,2026-07-30,84101,55401,5496,3266.96,2796.46,2026-07-31
NWF26072403062,2026-07-24,2026-08-03,98108,07105,1050,1444.08,1167.04,2026-08-05
NWF26072403063,2026-07-24,2026-07-30,90021,46204,1314,1101.26,892.81,2026-07-30
NWF26072403064,2026-07-24,2026-07-29,75201,60607,3383,2018.92,1469.8,2026-08-07
NWF26072403065,2026-07-24,2026-07-27,30303,48226,350,139.16,109.06,2026-07-27
NWF26072403066,2026-07-24,2026-08-03,98108,07105,2118,2569.34,2188.1,2026-08-05
NWF26072403067,2026-07-24,2026-07-29,55401,84101,830,469.2,386.9,2026-07-31
NWF26072403068,2026-07-24,2026-08-03,90021,19104,1345,1425.47,1242.4,2026-08-05
NWF26072403069,2026-07-24,2026-07-29,75201,60607,275,163.06,144.15,2026-07-31
NWF26072403070,2026-07-24,2026-07-28,46204,55401,2276,949.84,679.19,2026-07-29
NWF26072403071,2026-07-24,2026-07-31,46204,97209,1005,858.94,631.32,2026-07-31
NWF26072403072,2026-07-24,2026-07-28,75201,37203,1030,509.43,389.23,2026-07-28
NWF26072403073,2026-07-24,2026-07-29,84101,75201,5052,3411.89,2850.47,2026-07-30
NWF26072403074,2026-07-24,2026-07-29,37203,75201,1036,387.35,300.47,2026-07-30
NWF26072403075,2026-07-24,2026-07-29,80202,60607,2036,1032.46,784.58,2026-07-29
NWF26072403076,2026-07-24,2026-07-30,46204,97209,6288,5250.42,3701.24,2026-07-31
NWF26072403077,2026-07-24,2026-07-30,75201,84101,3125,1925.71,1618.45,2026-07-30
NWF26072403078,2026-07-24,2026-08-03,30303,98108,4484,4919.26,4308.58,2026-08-04
NWF26072403079,2026-07-24,2026-07-29,75201,85004,315,185.8,163.25,2026-07-29
NWF26072403080,2026-07-24,2026-07-29,55401,75201,239,136.79,112.78,2026-07-31
NWF26072403081,2026-07-24,2026-07-29,46204,77002,2207,1410.82,1311.7,2026-07-29
NWF26072403082,2026-07-24,2026-07-30,64105,98108,2777,2092.59,1768.44,2026-07-31
NWF26072403083,2026-07-24,2026-07-28,75201,64105,1201,440.13,383.08,2026-07-28
NWF26072403084,2026-07-24,2026-07-29,55401,75201,1649,917.94,837.38,2026-07-30
NWF26072403085,2026-07-24,2026-07-29,55401,75201,2417,1140.88,972.07,2026-07-31
NWF26072403086,2026-07-24,2026-07-31,19104,90021,2109,2271.93,1660.23,2026-07-31
NWF26072403087,2026-07-24,2026-07-30,84101,75201,1176,726.29,711.4,2026-07-30
NWF26072403088,2026-07-24,2026-08-03,90021,46204,2027,1783.47,1451.94,2026-08-03
NWF26072403089,2026-07-24,2026-08-03,98108,19104,1504,1675.55,1273.11,2026-08-03
NWF26072403090,2026-07-24,2026-07-28,60607,46204,680,194.62,185.87,2026-07-30
NWF26072403091,2026-07-24,2026-07-31,19104,90021,1846,2044.96,1959.9,2026-08-01
NWF26072403092,2026-07-24,2026-07-27,46204,38103,2441,835.66,749.59,2026-07-29
NWF26072403093,2026-07-24,2026-07-28,30303,19104,1129,499.83,458.23,2026-07-30
NWF26072403094,2026-07-24,2026-08-03,98108,46204,1198,1070.86,1004.41,2026-08-03
NWF26072403095,2026-07-24,2026-07-31,90021,19104,1269,1334.12,1224.66,2026-08-02
NWF26072403096,2026-07-24,2026-07-28,30303,48226,5131,2145.88,1980.85,2026-07-30
NWF26072403097,2026-07-24,2026-07-31,19104,97209,1047,1171.92,1123.31,2026-08-02
NWF26072403098,2026-07-24,2026-07-31,98108,46204,676,661.74,519.94,2026-08-01
NWF26072403099,2026-07-24,2026-07-28,37203,75201,1786,765.53,685.93,2026-07-29
NWF26072403100,2026-07-24,2026-07-29,07105,55401,416,303.62,270.99,2026-07-29
NWF26072403101,2026-07-24,2026-07-28,64105,30303,2852,1638.21,1461.94,2026-07-30
NWF26072403102,2026-07-24,2026-07-30,77002,85004,1742,991.91,817.81,2026-08-01
NWF26072403103,2026-07-24,2026-08-03,19104,90021,767,727.28,586.88,2026-08-03
NWF26072403104,2026-07-24,2026-07-30,30303,85004,1454,1017.95,990.4,2026-07-30
NWF26072403105,2026-07-24,2026-07-30,55401,75201,2671,1254.65,878.82,2026-07-31
NWF26072403106,2026-07-24,2026-07-30,55401,75201,1282,602.08,492.56,2026-07-30
NWF26072403107,2026-07-24,2026-07-30,55401,07105,713,369.23,408.09,2026-08-01
NWF26072403108,2026-07-24,2026-07-27,75201,60607,1762,952.86,706.3,2026-07-29
NWF26072403109,2026-07-24,2026-07-28,30303,48226,578,221.53,205.56,2026-07-30
NWF26072403110,2026-07-24,2026-07-30,30303,84101,5507,4928.17,3803.94,2026-07-30
NWF26072403111,2026-07-24,2026-07-27,60607,46204,3614,958.78,854.17,2026-07-29
NWF26072403112,2026-07-24,2026-07-28,30303,19104,1899,790.32,556.65,2026-08-07
NWF26072403113,2026-07-24,2026-07-28,75201,80202,2811,1479.58,1086.82,2026-08-03
NWF26072403114,2026-07-24,2026-07-27,60607,46204,624,190.87,158.32,2026-07-27
NWF26072403115,2026-07-24,2026-07-28,64105,46204,5864,2147.21,1606.38,2026-07-28
NWF26072403116,2026-07-24,2026-07-29,84101,64105,5588,2586.78,2323.43,2026-07-31
NWF26072403117,2026-07-24,2026-07-28,80202,64105,277,125.0,95.58,2026-07-28
NWF26072403118,2026-07-24,2026-07-29,84101,75201,1679,1071.49,884.64,2026-07-29
NWF26072403119,2026-07-24,2026-07-29,75201,84101,1039,668.15,612.03,2026-07-29
NWF26072403120,2026-07-24,2026-07-30,46204,97209,2223,2069.69,1892.21,2026-07-30
NWF26072403121,2026-07-24,2026-07-27,46204,55401,1634,693.74,598.84,2026-07-27
NWF26072403122,2026-07-24,2026-07-28,19104,37203,560,228.9,166.63,2026-07-29
NWF26072403123,2026-07-24,2026-07-27,37203,46204,734,182.63,174.25,2026-07-27
NWF26072403124,2026-07-24,2026-08-03,98108,19104,1014,1165.75,1023.16,2026-08-03
NWF26072403125,2026-07-24,2026-07-30,97209,80202,1131,618.12,511.18,2026-07-31
NWF26072403126,2026-07-24,2026-07-30,46204,97209,1274,1072.17,817.9,2026-08-01
NWF26072403127,2026-07-24,2026-07-29,55401,75201,4524,2516.65,2211.97,2026-07-29
NWF26072403128,2026-07-24,2026-07-28,64105,30303,487,251.79,234.67,2026-07-29
NWF26072403129,2026-07-24,2026-08-04,90021,19104,2476,2927.79,2530.38,2026-08-06
NWF26072403130,2026-07-24,2026-07-31,98108,46204,3915,4111.01,3323.19,2026-07-31
NWF26072403131,2026-07-24,2026-07-29,75201,84101,1058,681.67,656.46,2026-07-30
NWF26072403132,2026-07-24,2026-07-28,55401,48226,100,125.0,98.23,2026-07-30
NWF26072403133,2026-07-24,2026-07-30,84101,55401,1136,656.33,604.65,2026-08-01
NWF26072403134,2026-07-24,2026-07-27,60607,46204,917,279.92,249.27,2026-07-27
NWF26072403135,2026-07-24,2026-07-28,60607,46204,486,137.05,109.32,2026-07-29
NWF26072403136,2026-07-24,2026-07-29,84101,55401,2055,1271.09,1121.08,2026-07-29
NWF26072403137,2026-07-24,2026-07-29,55401,46204,1284,462.27,437.9,2026-07-31
NWF26072403138,2026-07-24,2026-07-27,30303,48226,3416,1284.47,1034.45,2026-07-27
NWF26072403139,2026-07-24,2026-07-30,46204,97209,472,385.08,308.11,2026-07-31
NWF26072403140,2026-07-24,2026-07-29,75201,85004,1758,988.39,941.22,2026-07-29
NWF26072503141,2026-07-25,2026-07-30,55401,98108,263,175.57,151.87,2026-07-31
NWF26072503142,2026-07-25,2026-07-27,80202,64105,879,298.64,279.97,2026-07-28
NWF26072503143,2026-07-25,2026-07-27,37203,46204,2183,509.54,419.11,2026-07-27
NWF26072503144,2026-07-25,2026-07-27,60607,46204,448,125.0,149.55,2026-07-28
NWF26072503145,2026-07-25,2026-07-28,55401,46204,2758,931.73,855.67,2026-07-28
NWF26072503146,2026-07-25,2026-07-28,37203,75201,3018,1199.37,842.85,2026-07-29
NWF26072603147,2026-07-26,2026-08-03,90021,19104,1458,1527.4,1259.1,2026-08-03
NWF26072603148,2026-07-26,2026-08-03,90021,46204,3094,2902.31,2804.6,2026-08-05
NWF26072603149,2026-07-26,2026-07-28,30303,48226,1808,723.6,699.19,2026-07-28
NWF26072603150,2026-07-26,2026-07-28,19104,37203,2523,975.3,792.3,2026-07-30
NWF26072603151,2026-07-26,2026-07-27,90021,97209,2268,1109.6,939.67,2026-07-28
NWF26072603152,2026-07-26,2026-07-29,64105,30303,2178,1213.31,1122.99,2026-07-29
NWF26072603153,2026-07-26,2026-07-27,60607,46204,1633,422.62,296.82,2026-07-29
NWF26072703154,2026-07-27,2026-07-29,80202,64105,623,218.73,182.98,2026-07-29
NWF26072703155,2026-07-27,2026-08-03,55401,98108,787,579.69,527.86,2026-08-04
NWF26072703156,2026-07-27,2026-07-28,46204,37203,757,229.24,215.98,2026-07-29
NWF26072703157,2026-07-27,2026-07-30,55401,48226,2979,1446.03,1328.0,2026-08-01
NWF26072703158,2026-07-27,2026-07-30,84101,75201,1266,876.56,670.0,2026-07-31
NWF26072703159,2026-07-27,2026-07-29,55401,46204,2349,795.32,765.79,2026-07-31
NWF26072703160,2026-07-27,2026-07-28,37203,75201,1429,611.08,545.61,2026-07-30
NWF26072703161,2026-07-27,2026-08-04,19104,97209,853,1050.07,833.71,2026-08-09
NWF26072703162,2026-07-27,2026-08-03,98108,19104,1362,1708.71,1359.84,2026-08-05
NWF26072703163,2026-07-27,2026-07-30,55401,75201,541,287.8,269.72,2026-07-30
NWF26072703164,2026-07-27,2026-07-28,60607,46204,867,221.04,207.24,2026-07-28
NWF26072703165,2026-07-27,2026-07-31,97209,80202,1306,647.57,570.7,2026-08-02
NWF26072703166,2026-07-27,2026-08-04,98108,07105,1866,2285.97,1680.12,2026-08-06
NWF26072703167,2026-07-27,2026-08-05,19104,97209,333,418.27,398.67,2026-08-06
NWF26072703168,2026-07-27,2026-07-29,37203,46204,1016,255.88,212.63,2026-07-29
NWF26072703169,2026-07-27,2026-07-29,30303,48226,1112,462.4,354.46,2026-07-31
NWF26072703170,2026-07-27,2026-07-29,60607,46204,1298,382.87,337.23,2026-07-30
NWF26072703171,2026-07-27,2026-07-30,75201,85004,2287,1310.22,989.63,2026-08-01
NWF26072703172,2026-07-27,2026-08-04,90021,19104,1444,1744.35,1404.88,2026-08-05
NWF26072703173,2026-07-27,2026-07-29,84101,55401,2603,1505.93,1564.92,2026-07-29
NWF26072703174,2026-07-27,2026-07-29,90021,97209,2457,1118.27,930.23,2026-07-31
NWF26072703175,2026-07-27,2026-07-29,80202,64105,588,225.09,183.97,2026-07-30
NWF26072703176,2026-07-27,2026-07-29,55401,48226,986,445.93,409.44,2026-08-06
NWF26072703177,2026-07-27,2026-07-31,90021,46204,7438,6145.56,5647.34,2026-07-31
NWF26072703178,2026-07-27,2026-07-29,75201,64105,215,125.0,119.43,2026-07-30
NWF26072703179,2026-07-27,2026-07-30,97209,80202,1033,525.89,502.33,2026-08-08
NWF26072703180,2026-07-27,2026-07-28,60607,46204,2057,533.62,464.74,2026-07-30
NWF26072703181,2026-07-27,2026-07-29,55401,46204,2524,814.46,606.13,2026-08-03
NWF26072703182,2026-07-27,2026-07-29,90021,97209,2323,1237.0,1032.6,2026-07-30
NWF26072703183,2026-07-27,2026-07-31,30303,85004,2604,1763.55,1614.29,2026-08-01
NWF26072703184,2026-07-27,2026-07-30,84101,55401,819,428.9,324.58,2026-08-01
NWF26072703185,2026-07-27,2026-07-29,30303,19104,848,323.26,302.38,2026-07-30
NWF26072703186,2026-07-27,2026-07-29,55401,46204,377,125.0,96.59,2026-07-29
